Unique Sample Identifier (YYMMDD-XXXXX),Site Code,Day,Sample Site,Trip (YYYY-WW) - WW= Week #,Year/ Month,Month/Day,Sample Date,Season,Sample Date,Sample Time,Weather (1=sunny 2-cloudy 3=raining),Tidal Conditions 1=high 2=medium (ebb) 3=medium (flood) 4=low,"Current Direction (1=still, 2=L to R, 3=R to L, 4=towards, 5=Away)",Wind Speed,Rainfall 24 hrs (inches),Rainfall 3 days (inches),Rainfall Past Week (inches),Water Temp C,DO%,DO mg/L,Salinity ppt,Turb NTU,Chl RFU,Chl ug/L,MPN,Exceedance,
210907-HC,HC,Tuesday,Himmarshee Canal,2021,21-09,7-Sep,21-09-07,Wet,9/7/2021,2:35 PM,1,4,3,SE 11,,,,31.32,49.7,3.33,18.06,0.66,0.42,1.69,317,Fail,Water oxygenation/cleaning machine running. Little to no floating vegetation.
210907-LS,LS,Tuesday,Lake Sylvia,2021,21-09,7-Sep,21-09-07,Wet,9/7/2021,11:50 AM,1,2,2,ESE 3,,,,30.359,88.3,5.6,31.12,0.72,-0.02,-0.09,5,,"Some sargassum and leaves on surface, strong flow."
210907-MR,MRGE,Tuesday,Middle River George English Park,2021,21-09,7-Sep,21-09-07,Wet,9/7/2021,1:40 PM,1,2,3,ESE 9,,,,32.27,78.7,5.13,20.26,0.4,0.62,2.48,10,,"Kids swimming, some floating vegetation, floating trash."
210907-RPLO,RPLO,Tuesday,Royal Palm Drive Las Olas Blvd,2021,21-09,7-Sep,21-09-07,Wet,9/7/2021,2:21 PM,1,4,3,SE 11,,,,31.13,69.5,4.51,24.43,1.53,0.28,1.13,5,,"Some floating brown algae, no floating vegetation. Low tide/low water level. People paddle boarding."
210907-SB,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch Park,2021,21-09,7-Sep,21-09-07,Wet,9/7/2021,2:05 PM,1,4,3,SE 11,,,,31.11,74.2,4.79,25.59,5.3,0.26,1.06,20,,"Large catamaran docking where sample taken,, lots of floating vegetation, biofilm, seafoam bubbles."
210907-SBR,SBR,Tuesday,Sandbar,2021,21-09,7-Sep,21-09-07,Wet,9/7/2021,12:08 PM,1,2,2,ENE 5,,,,31.053,109.3,6.88,30.23,0.54,0.09,0.36,5,,Film on surface
210907-SWP,SWP,Tuesday,Sweeting Park,2021,21-09,7-Sep,21-09-07,Wet,9/7/2021,1:11 PM,2,2,3,ENE 5,,,,29.878,54.6,4.1,1.68,1.44,3.18,12.73,683,Fail,"Floating leaves, person fishing from dock. Calm."
210907-TR,TR,Tuesday,Tarpon River,2021,21-09,7-Sep,21-09-07,Wet,9/7/2021,12:24 PM,1,2,3,ENE 5,,,,31.06,61.1,4.17,15.22,0.91,0.41,1.64,97,Fail,Particles on surface. Some water movement. Small fish swimming.
210913-ABP,ABP,Monday,Annie Beck Park,2021,21-09,13-Sep,21-09-13,Wet,9/13/2021,11:45 AM,2,3,3,ENE 6,,,,30.56,66.1,4.48,18.04,1.05,0.3,1.19,1145,Fail,"Rained just before collection. Low tide, small fish, floating vegetation."
210913-CH,CH,Monday,Coontie Hatchee Park,2021,21-09,13-Sep,21-09-13,Wet,9/13/2021,2:29 PM,3,2,2,SSE 16,,,,30.57,59,4.17,10.27,1.65,0.39,1.55,40,,"Trash on shore, green algae on the bottom, floating vegetation."
210913-HC,HC,Monday,Himmarshee Canal,2021,21-09,13-Sep,21-09-13,Wet,9/13/2021,11:58 AM,2,3,2,ENE 6,,,,30.24,63.2,4.48,11.26,0.73,0.51,2.05,653,Fail,"Small fish, clean waterways device working, slightly brown."
210913-LS,LS,Monday,Lake Sylvia,2021,21-09,13-Sep,21-09-13,Wet,9/13/2021,1:26 PM,2,3,3,NE 8,,,,30.58,93.3,5.83,33.07,0.66,-0.13,-0.53,10,,High water level. Film and lots of bugs on surface.
210913-MRGE,MRGE,Monday,Middle River George English Park,2021,21-09,13-Sep,21-09-13,Wet,9/13/2021,11:06 AM,3,3,2,ENE 6,,,,30.26,72.1,4.96,16.21,0.49,0.42,1.68,10,,"Low tide, people in water, floating vegetation, water slightly brown."
210913-RPLO,RPLO,Monday,Royal Palm Drive Las Olas Blvd,2021,21-09,13-Sep,21-09-13,Wet,9/13/2021,12:10 PM,2,3,2,E 9,,,,30.49,76.1,4.98,26.39,1.17,0.13,0.54,30,,Sludge on surface. Coconuts and dried wood. Lots of plastic and floating vegetation. (Really nasty.)
210913-SB,SBHT,Monday,Sunrise Bay Hugh Taylor Birch Park,2021,21-09,13-Sep,21-09-13,Wet,9/13/2021,11:29 AM,2,3,3,ENE 6,,,,30.6,77,4.99,26.41,0.72,0.18,0.7,10,,"Boat activity, floating vegetation."
210913-SBR,SBR,Monday,Sandbar,2021,21-09,13-Sep,21-09-13,Wet,9/13/2021,1:53 PM,1,1,2,NE 8,,,,31.15,96.7,6.07,30.64,0.5,-0.07,-0.29,41,,"Floating vegetation, film on surface. Boat activity, landscaping next to sample location."
210913-SWP,SWP,Monday,Sweeting Park,2021,21-09,13-Sep,21-09-13,Wet,9/13/2021,2:55 PM,3,2,2,SSE 16,,,,30.14,75.6,5.56,4.71,1.96,6.08,24.31,197,Fail,"Floating vegetation, slow-moving and calm. Film on surface."
210913-TR,TR,Monday,Tarpon River,2021,21-09,13-Sep,21-09-13,Wet,9/13/2021,2:10 PM,2,1,4,SSE 16,,,,30.92,77.5,5.41,11.83,0.57,0.39,1.56,63,,"Floating vegetation, brown algae-like substance, some small fish"
210921-ABP,ABP,Tuesday,Annie Beck Park,2021,21-09,21-Sep,21-09-21,Wet,9/21/2021,1:33 PM,2,2,2,N 4,,,,30.313,65.6,4.42,20.05,1.27,0.3,1.19,246,Fail,"Rain stopped during collection. Flat water, floating vegetation."
210921-CH,CH,Tuesday,Coontie Hatchee Park,2021,21-09,21-Sep,21-09-21,Wet,9/21/2021,12:28 PM,3,2,2,N 3,,,,30.07,59.5,4.25,10.11,0.76,0.53,2.12,134,Fail,Lots of floating vegetation and trash. Biofilm. Boat activity. Raining during collection.
210921-HC,HC,Tuesday,Himmarshee Canal,2021,21-09,21-Sep,21-09-21,Wet,9/21/2021,1:20 PM,3,2,3,N 4,,,,30.311,37.9,2.58,18.34,0.42,0.33,1.31,689,Fail,"Rain, clean waterways device to the left of sample collection site. Grass clippings on the surface, Floating vegetation."
210921-LS,LS,Tuesday,Lake Sylvia,2021,21-09,21-Sep,21-09-21,Wet,9/21/2021,11:38 AM,3,2,2,,,,,30.11,88.1,5.6,31.25,0.75,-0.09,-0.36,20,,"Some floating debris/vegetation, trash. Raining during collection."
210921-MRGE,MRGE,Tuesday,Middle River George English Park,2021,21-09,21-Sep,21-09-21,Wet,9/21/2021,12:43 PM,3,2,2,N 3,,,,29.995,72.7,5.04,15.83,0.45,0.43,1.74,233,Fail,"Light rain, floating vegetation, bubbles. Flat, still water."
210921-RPLO,RPLO,Tuesday,Royal Palm Drive Las Olas Blvd,2021,21-09,21-Sep,21-09-21,Wet,9/21/2021,1:08 PM,3,2,3,N 4,,,,30.81,66.7,4.37,23.6,1.83,0.14,0.56,120,Fail,"Flat water, light rain, swift current."
210921-SBR,SBR,Tuesday,Sandbar,2021,21-09,21-Sep,21-09-21,Wet,9/21/2021,11:56 AM,3,2,3,NW 3,,,,29.53,89.9,5.83,29.26,0.58,0.09,0.38,41,,"Some floating vegetation. Biofilm, but minimal. Raining during collection. Boat activity."
210921-SWP,SWP,Tuesday,Sweeting Park,2021,21-09,21-Sep,21-09-21,Wet,9/21/2021,12:50 PM,3,2,3,N 3,,,,29.16,31,2.35,2.1,1.07,1.48,5.93,669,Fail,Lots of floating vegetation and trash. Biofilm. Raining during collection. Water moving fairly quickly.
210921-TR,TR,Tuesday,Tarpon River,2021,21-09,21-Sep,21-09-21,Wet,9/21/2021,12:07 PM,3,2,1,N 3,,,,30.3,54.2,3.7,17.79,2.01,0.28,1.11,327,Fail,"High tide, raining during collection."
210928-ABP,ABP,Tuesday,Annie Beck Park,2021,21-09,28-Sep,21-09-28,Wet,9/28/2021,4:36 PM,1,2,2,ENE 12,,,,30.24,85.5,5.94,14.73,0.71,0.77,3.08,52,,"Bubbles on water surface. Biofilm. Brown algae, some floating vegetation."
210928-CH,CH,Tuesday,Coontie Hatchee Park,2021,21-09,28-Sep,21-09-28,Wet,9/28/2021,12:57 PM,1,3,mixed (eddy),ENE 11,,,,29.346,63.8,4.82,2.3,1.34,1.12,4.47,85,Fail,Lots of organic debris. Boat traffic. Some brown algal clumps.
210928-HC,HC,Tuesday,Himmarshee Canal,2021,21-09,28-Sep,21-09-28,Wet,9/28/2021,4:24 PM,1,2,1,ENE 12,,,,30.2,78.4,5.6,9.81,0.93,0.67,2.68,75,Fail,Small fish swimming. Biofilm. High water line. Little water movement. Floating vegetative debris.
210928-LS,LS,Tuesday,Lake Sylvia,2021,21-09,28-Sep,21-09-28,Wet,9/28/2021,12:04 PM,1,3,2,ENE 8,,,,29.772,110.4,7.43,21.76,0.28,0.36,1.46,5,,Some vegetation and particulates on surface.
210928-MRGE,MRGE,Tuesday,Middle River George English Park,2021,21-09,28-Sep,21-09-28,Wet,9/28/2021,3:20 PM,1,2,4,ENE 12,,,,30.73,91.5,6.42,11.44,0.61,0.76,3.02,5,,"High tide, lots of floating vegetation. Biofilm. Small fish."
210928-RPLO,RPLO,Tuesday,Royal Palm Drive Las Olas Blvd,2021,21-09,28-Sep,21-09-28,Wet,9/28/2021,4:10 PM,1,2,3,ENE 12,,,,30.05,109.2,7.58,15.28,0.35,1.26,5.02,5,,Lots of vegetation/mangrove/seagrass debris. Some trash. Biofilm. Brown algae.
210928-SBHT,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch Park,2021,21-09,28-Sep,21-09-28,Wet,9/28/2021,3:50 PM,1,2,3,ENE 12,,,,30.22,132.9,9.13,16.74,0.73,1.41,5.64,5,,"""Egg"" smell. A bit of floating vegetation/mangrove propagules. Boat activity. Bubbles on waters surface."
210928-SBHT,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch Park,2021,21-09,28-Sep,21-09-28,Wet,9/28/2021,3:50 PM,1,2,3,ENE 12,,,,30.22,132.9,9.13,16.74,0.73,1.41,5.64,5,,"""Egg"" smell. A bit of floating vegetation/mangrove propagules. Boat activity. Bubbles on waters surface."
210928-SBR,SBR,Tuesday,Sandbar,2021,21-09,28-Sep,21-09-28,Wet,9/28/2021,12:20 PM,1,3,3,ENE 8,,,,29.815,110.3,7.39,22.63,0.51,0.38,1.54,5,,Surface clear. Small swells <1 foot.
210928-SWP,SWP,Tuesday,Sweeting Park,2021,21-09,28-Sep,21-09-28,Wet,9/28/2021,1:20 PM,1,3,2,ENE 12,,,,28.953,64.3,4.94,0.29,1.85,3.25,12.98,121,Fail,"Slow moving, some foam. Floating vegetation. Brown."
210928-TR,TR,Tuesday,Tarpon River,2021,21-09,28-Sep,21-09-28,Wet,9/28/2021,12:35 PM,1,3,3,ENE 8,,,,29.766,67.4,4.91,7.53,0.56,0.58,2.33,31,,Very brown. Lots of leaves and twigs on surface. High water level.
211005-ABP,ABP,Tuesday,Annie Beck Park,2021,21-10,5-Oct,21-10-05,Wet,10/5/2021,12:54 PM,1,2,2,ESE 9 G 17,,,,29.53,75.5,5.2,18.48,2.01,0.38,1.51,122,Fail,"Floating vegetation, film on surface. Brownish color. Dog swimming."
211005-CH,CH,Tuesday,Coontie Hatchee Park,2021,21-10,5-Oct,21-10-05,Wet,10/5/2021,1:38 PM,1,2,2,ESE 10,,,,28.974,69,5.09,7.55,3.24,0.86,3.45,110,Fail,"2 yachts, 2 tow boats waiting for bridge, floating vegetation, garbage, low tide, small fish."
211005-HC,HC,Tuesday,Himmarshee Canal,2021,21-10,5-Oct,21-10-05,Wet,10/5/2021,1:09 PM,1,2,2,ESE 9 G 17,,,,29.41,57.8,4.01,17.5,5.28,0.48,1.93,173,Fail,"Floating vegetation, film on surface. Plastic trash. Brown color."
211005-LS,LS,Tuesday,Lake Sylvia,2021,21-10,5-Oct,21-10-05,Wet,10/5/2021,12:45 PM,1,2,2,ESE 9 G 17,,,,29.101,84.2,5.59,26.33,1.09,0.17,0.67,5,,"Swift current, fish, some insects flying above surface."
211005-MRGE,MRGE,Tuesday,Middle River George English Park,2021,21-10,5-Oct,21-10-05,Wet,10/5/2021,11:36 AM,1,2,4,ESE 9,,,,28.94,74.9,5.31,14.95,0.49,0.4,1.6,20,,"Calm water, submerged vegetation. Lots of small fish. Brown algae on the bottom."
211005-RPLO,RPLO,Tuesday,Royal Palm Drive Las Olas Blvd,2021,21-10,5-Oct,21-10-05,Wet,10/5/2021,12:32 PM,1,2,3,ESE 9 G 17,,,,29.05,73.3,5.02,20.81,1.18,0.24,0.97,5,,Film on surface. Very calm. Brownish color. Lots of fish.
211005-SB,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch Park,2021,21-10,5-Oct,21-10-05,Wet,10/5/2021,12:07 PM,1,2,3,ESE 9 G 17,,,,29.04,81.5,5.57,21.07,0.89,0.6,2.42,20,,"Floating vegetation, film on surface. Brown color."
211005-SBR,SBR,Tuesday,Sandbar,2021,21-10,5-Oct,21-10-05,Wet,10/5/2021,1:04 PM,1,2,2,ESE 10,,,,29.612,100.2,6.58,26.78,1.47,0.16,0.65,5,,"Bubbles, boater fishing directly ahead of sampling site, some floating vegetation, bits of garbage."
211005-SWP,SWP,Tuesday,Sweeting Park,2021,21-10,5-Oct,21-10-05,Wet,10/5/2021,1:58 PM,1,4,3,ESE 11 Var,,,,28.541,35.7,2.76,0.41,1.89,1.4,5.58,156,Fail,"Floating vegetation, Aquatic Control Group boat in vicinity, some garbage. Iguanas."
211005-TR,TR,Tuesday,Tarpon River,2021,21-10,5-Oct,21-10-05,Wet,10/5/2021,1:16 PM,1,2,3,ESE 10,,,,29.647,61.3,4.28,15.62,1.56,0.43,1.71,75,Fail,"Some small fish, low tide, some floating vegetation, floating oil or plastic?"
211012-ABP,ABP,Tuesday,Annie Beck Park,2021,21-10,12-Oct,21-10-12,Wet,10/12/2021,1:56 PM,1,1,2,ESE 10,,,,29.78,80.9,5.44,22.11,1.46,0.3,1.18,63,,Bits of floating vegetation. Flat. Some insects. Big fish chasing a few smaller fish.
211012-CH,CH,Tuesday,Coontie Hatchee Park,2021,21-10,12-Oct,21-10-12,Wet,10/12/2021,3:29 PM,1,2,4,SE 12,,,,29.39,65.8,4.63,14.78,2.04,0.34,1.38,121,Fail,High water level. Vegetation and trash on shoreline. Boat activity.
211012-HC,HC,Tuesday,Himmarshee Canal,2021,21-10,12-Oct,21-10-12,Wet,10/12/2021,1:41 PM,1,3,3,ESE 10,,,,29.068,58.9,4.18,14.12,0.97,0.4,1.61,98,Fail,"High tide. Calm, flat. Tiny fish. Quiet. Some floating vegetation."
211012-LS,LS,Tuesday,Lake Sylvia,2021,21-10,12-Oct,21-10-12,Wet,10/12/2021,2:56 PM,1,2,2,E 12,,,,29.53,89.8,5.92,32.34,0.55,-0.01,-0.04,31,,Floating vegetation. Some sargassum. High water level.
211012-MRGE,MRGE,Tuesday,Middle River George English Park,2021,21-10,12-Oct,21-10-12,Wet,10/12/2021,12:47 PM,1,3,5,ESE 12 G 21,,,,29.652,82.6,5.55,22.53,0.96,0.2,0.78,20,,"High tide, garbage on shore. Tiny fish. Calm. Some floating vegetation."
211012-RPLO,RPLO,Tuesday,Royal Palm Drive Las Olas Blvd,2021,21-10,12-Oct,21-10-12,Wet,10/12/2021,1:27 PM,1,3,3,ESE 10,,,,29.699,66.7,4.51,21.1,0.72,0.29,1.17,63,,"Oil slick? Floating vegetation, flat, calm water. Some garbage."
211012-SBHT,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch Park,2021,21-10,12-Oct,21-10-12,Wet,10/12/2021,1:10 PM,2,3,3,ESE 10,,,,29.352,72.6,4.81,25.92,0.72,0.12,0.47,10,,"Some boat traffic, bubbles. A little bit of garbage."
211012-SBR,SBR,Tuesday,Sandbar,2021,21-10,12-Oct,21-10-12,Wet,10/12/2021,2:18 PM,1,1,2,E 12,,,,29.82,96,6.17,30.12,0.3,0,-0.01,63,,High water level. Some bubbles/foam.
211012-SWP,SWP,Tuesday,Sweeting Park,2021,21-10,12-Oct,21-10-12,Wet,10/12/2021,3:57 PM,1,2,2,SE 12,,,,29.32,59.9,4.5,3.18,1.52,1.4,5.6,226,Fail,Floating vegetation. Film on surface. Very calm water. People fishing.
211012-TR,TR,Tuesday,Tarpon River,2021,21-10,12-Oct,21-10-12,Wet,10/12/2021,2:35 PM,1,2,4,E 12,,,,29.48,90.7,4.91,17.1,1.11,0.45,1.79,73,Fail,"Floating vegetation, film on surface. Brown-colored water. Very calm."
211019-ABP,ABP,Tuesday,Annie Beck Park,2021,21-10,19-Oct,21-10-19,Wet,10/19/2021,2:15 PM,1,4,2,ENE 14,,,,29.049,81.2,5.43,25.26,1.59,0.18,0.73,97,Fail,Group of medium fish. Floating vegetation. Low tide.
211019-CH,CH,Tuesday,Coontie Hatchee Park,2021,21-10,19-Oct,21-10-19,Wet,10/19/2021,2:35 PM,1,3,3,E 14,,,,28.43,61.5,4.45,13.08,1.49,0.43,1.73,10,,Floating vegetation. Vegetation and trash on shore. Lots of small fish.
211019-HC,HC,Tuesday,Himmarshee Canal,2021,21-10,19-Oct,21-10-19,Wet,10/19/2021,2:01 PM,1,4,3,ENE 14,,,,29.272,78.4,5.17,26.91,3.52,0.19,0.76,132,Fail,"Some fish, bits of floating vegetation. Flat, calm. Medium group of medium-sized fish."
211019-LS,LS,Tuesday,Lake Sylvia,2021,21-10,19-Oct,21-10-19,Wet,10/19/2021,1:00 PM,1,2,2,E 13 G 23,,,,28.51,93.7,6.11,31.36,0.58,-0.03,-0.13,10,,"Calm water, bugs on the surface. Lots of small fish."
211019-MRGE,MRGE,Tuesday,Middle River George English Park,2021,21-10,19-Oct,21-10-19,Wet,10/19/2021,12:59 PM,1,2,2,E 13 G 23 Var,,,,29.042,84.8,5.72,23.45,0.42,0.13,0.53,10,,"Floating vegetation, calm. Fish."
211019-RPLO,RPLO,Tuesday,Royal Palm Drive Las Olas Blvd,2021,21-10,19-Oct,21-10-19,Wet,10/19/2021,1:47 PM,1,2,3,E 17,,,,28.4,80.7,5.43,25.77,0.41,0.13,0.53,5,,"Floating vegetation, swift current. Biofilm. Bits of garbage. Something chasing fish."
211019-SB,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch Park,2021,21-10,19-Oct,21-10-19,Wet,10/19/2021,1:28 PM,1,2,3,E 17,,,,28.293,81,5.43,26.34,0.45,0.2,0.8,31,,"Swift current, floating vegetation. Gardeners using tools to the right of the sample collection site. Diver across the water to the right of sampling location."
211019-SBR,SBR,Tuesday,Sandbar,2021,21-10,19-Oct,21-10-19,Wet,10/19/2021,1:23 PM,1,2,3,E 17,,,,28.34,100.1,6.58,30.29,0.44,0.01,0.02,5,,Some bubbles/foam. Boat activity.
211019-SWP,SWP,Tuesday,Sweeting Park,2021,21-10,19-Oct,21-10-19,Wet,10/19/2021,2:58 PM,1,3,3,E 14,,,,28,58.8,4.52,3.37,1.66,2.15,8.62,175,Fail,"Brown water, floating vegetation. Film on surface."
211019-TR,TR,Tuesday,Tarpon River,2021,21-10,19-Oct,21-10-19,Wet,10/19/2021,1:38 PM,1,2,5,E 17,,,,28.43,77.6,5.35,21.6,5.57,0.53,2.12,75,Fail,"Film on surface. Floating vegetation, brown water. Digging at site."
211026-ABP,ABP,Tuesday,Annie Beck Park,2021,21-10,26-Oct,21-10-26,Wet,10/26/2021,10:30 AM,1,3,3,WNW 12,,,,28.059,55.7,3.96,17.21,1.63,0.23,0.93,332,Fail,"Grass clippings, baby barracuda. Slow flow."
211026-CH,CH,Tuesday,Coontie Hatchee Park,2021,21-10,26-Oct,21-10-26,Wet,10/26/2021,9:02 AM,1,3,4,WNW 8,,,,27.43,39.6,3.06,4.03,1.52,0.55,2.21,108,Fail,"Boat activity, low water level. Green algae on shore, lots of fish."
211026-HC,HC,Tuesday,Himmarshee Canal,2021,21-10,26-Oct,21-10-26,Wet,10/26/2021,9:19 AM,1,3,2,WNW 8,,,,27.426,41.5,3.12,9.62,1.09,0.44,1.74,272,Fail,Leaves and particulates on surface. Small fish swimming.
211026-LS,LS,Tuesday,Lake Sylvia,2021,21-10,26-Oct,21-10-26,Wet,10/26/2021,8:01 AM,1,3,3,W 8,,,,27.63,71.4,4.92,23.95,1.35,0.02,0.09,41,,"Calm water, floating vegetation, some plastic garbage."
211026-MR,MRGE,Tuesday,Middle River George English Park,2021,21-10,26-Oct,21-10-26,Wet,10/26/2021,10:15 AM,1,3,4,WNW 12,,,,27.783,60,4.37,13.37,0.78,0.34,1.34,426,Fail,"Surface mostly clear, water brown."
211026-RPD,RPLO,Tuesday,Royal Palm Drive Las Olas Blvd,2021,21-10,26-Oct,21-10-26,Wet,10/26/2021,9:33 AM,1,3,2,WNW 8,,,,27.524,64.5,4.52,21.18,0.55,0.27,1.09,30,,"Filmy surface, organic debris."
211026-SB,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch Park,2021,21-10,26-Oct,21-10-26,Wet,10/26/2021,9:59 AM,1,3,2,W 11,,,,27.77,64.6,4.5,21.71,0.63,0.18,0.73,31,,"Some foam, 2 people in boards in channel."
211026-SBR,SBR,Tuesday,Sandbar,2021,21-10,26-Oct,21-10-26,Wet,10/26/2021,8:20 AM,2,3,3,W 8,,,,27.35,62.5,4.42,20.22,0.63,0.15,0.58,122,Fail,"Calm, some floating vegetation, boat activity."
211026-SWP,SWP,Tuesday,Sweeting Park,2021,21-10,26-Oct,21-10-26,Wet,10/26/2021,9:24 AM,1,3,1,WNW 8,,,,27.11,22.9,1.82,0.41,0.93,0.98,3.91,272,Fail,"Film on surface, floating vegetation, some garbage, lots of bugs on surface."
211026-TR,TR,Tuesday,Tarpon River,2021,21-10,26-Oct,21-10-26,Wet,10/26/2021,8:36 AM,1,3,1,W 8,,,,27.25,18.8,1.4,11.53,5.04,0.23,0.91,1019,Fail,Film on surface. Floating vegetation. Digging at site.
211102-ABP,ABP,Tuesday,Annie Beck Park,2021,21-11,2-Nov,21-11-02,Dry,11/2/2021,1:24 PM,2,2,2,N 8,,,,27.08,75.9,5.28,23.93,2.23,0.11,0.43,402,Fail,Very calm. Floating vegetation. Lots of fish jumping.
211102-CH,CH,Tuesday,Coontie Hatchee Park,2021,21-11,2-Nov,21-11-02,Dry,11/2/2021,1:41 PM,2,3,2,N 8,,,,27.076,51.6,3.89,9.94,1.13,0.51,2.05,75,Fail,Dead iguana on shore to the right of sampling site. Bits of floating vegetation. Low tide. Fish. Swift current.
211102-HC,HC,Tuesday,Himmarshee Canal,2021,21-11,2-Nov,21-11-02,Dry,11/2/2021,1:40 PM,2,2,3,N 8,,,,26.97,49.1,3.54,17.78,2.78,0.14,0.57,4360,Fail,"Floating vegetation, brown water color. Film on surface. Lots of fish."
211102-LS,LS,Tuesday,Lake Sylvia,2021,21-11,2-Nov,21-11-02,Dry,11/2/2021,12:52 PM,2,4,2,WNW 5,,,,27.145,81,5.48,28.68,0.73,0.1,0.4,158,Fail,"Some small fish, low tide. Bits of floating vegetation."
211102-MR,MRGE,Tuesday,Middle River George English Park,2021,21-11,2-Nov,21-11-02,Dry,11/2/2021,12:20 PM,2,4,4,WNW 5,,,,27.05,70.6,4.97,21.76,0.87,0.18,0.71,309,Fail,"Lots of vegetation on shore, some foam, some floating vegetation."
211102-RPD,RPLO,Tuesday,Royal Palm Drive Las Olas Blvd,2021,21-11,2-Nov,21-11-02,Dry,11/2/2021,1:08 PM,2,2,3,WNW 4,,,,27.09,71.3,4.91,25.64,1.27,0.01,0.05,85,Fail,Very calm. Some floating vegetation.
211102-SB,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch Park,2021,21-11,2-Nov,21-11-02,Dry,11/2/2021,12:44 PM,2,4,3,WNW 5,,,,26.6,70,4.89,24.84,1.09,0.12,0.47,754,Fail,Lots of floating vegetation and garbage. Boat and jetski activity.
211102-SBR,SBR,Tuesday,Sandbar,2021,21-11,2-Nov,21-11-02,Dry,11/2/2021,1:09 PM,2,3,2,N 8,,,,27.051,84.4,5.69,29.74,0.71,0.07,0.27,269,Fail,"Bits of floating vegetation, some bubbles. Low tide. Bits of plastic."
211102-SWP,SWP,Tuesday,Sweeting Park,2021,21-11,2-Nov,21-11-02,Dry,11/2/2021,2:03 PM,2,3,3,NNE 8,,,,26.448,41.4,3.31,1.23,2.05,1.95,7.8,1095,Fail,"Some floating vegetation, insects on surface, some garbage. Slow current, pretty flat. Ducks."
211102-TR,TR,Tuesday,Tarpon River,2021,21-11,2-Nov,21-11-02,Dry,11/2/2021,1:21 PM,2,3,3,N 8,,,,26.696,53.5,3.86,18.63,20.31,0.61,2.43,1334,Fail,"Floating fish. Medium-sized fish, little to no current."
211109-ABP,ABP,Tuesday,Annie Beck Park,2021,21-11,9-Nov,21-11-09,Dry,11/9/2021,11:29 AM,1,3,2,NNW 6,,,,24.992,76.3,5.58,21.52,0.84,0.28,1.13,717,Fail,Calm. High water level. Some particulates on surface.
211109-CH,CH,Tuesday,Coontie Hatchee Park,2021,21-11,9-Nov,21-11-09,Dry,11/9/2021,2:08 PM,1,3,2,NE 10,,,,25.04,74.3,5.44,21.16,1.58,0.2,0.82,41,,"High water level, boat activity. Floating vegetation. Vegetation and trash on shoreline."
211109-HC,HC,Tuesday,Himmarshee Canal,2021,21-11,9-Nov,21-11-09,Dry,11/9/2021,10:46 AM,2,3,3,NW 6,,,,24.268,58.3,4.59,10.8,0.53,0.42,1.68,63,,"Very high water level, particulates in water. Ducks in water."
211109-LS,LS,Tuesday,Lake Sylvia,2021,21-11,9-Nov,21-11-09,Dry,11/9/2021,1:04 PM,1,3,2,ENE 11,,,,25.64,89.9,6.14,31.7,1,-0.03,-0.11,5,,"Very high water level, film on surface. Floating vegetation."
211109-MRGE,MRGE,Tuesday,Middle River George English Park,2021,21-11,9-Nov,21-11-09,Dry,11/9/2021,9:45 AM,2,3,3,NNW 6,,,,24.267,76.9,5.81,18.13,1.21,0.28,1.13,135,Fail,Calm. Some trash and particulates onshore and in water.
211109-RPLO,RPLO,Tuesday,Royal Palm Drive Las Olas Blvd,2021,21-11,9-Nov,21-11-09,Dry,11/9/2021,11:06 AM,2,3,3,NNW 6,,,,24.63,73.2,5.37,21.98,1.05,0.27,1.08,52,,Film on surface. Many particulates and lots of trash on surface.
211109-SB,SBHT,Tuesday,Sunrise Bay Hugh Taylor Birch Park,2021,21-11,9-Nov,21-11-09,Dry,11/9/2021,10:20 AM,1,3,2,NW 6,,,,24.519,75.5,5.5,23.55,1.17,0.2,0.81,20,,"Calm, clear."
211109-SBR,SBR,Tuesday,Sandbar,2021,21-11,9-Nov,21-11-09,Dry,11/9/2021,1:26 PM,1,3,2,ENE 11,,,,25.88,95.3,6.47,32.09,1.89,0.01,0.06,295,Fail,"Very high water level (site is flooded), floating vegetation. Some bubbles/foam."
211109-SWP,SWP,Tuesday,Sweeting Park,2021,21-11,9-Nov,21-11-09,Dry,11/9/2021,2:36 PM,1,3,3,NE 10,,,,24.25,48.6,4,2.8,1.2,0.62,2.5,408,Fail,"High water level, brown color. Floating vegetation. Film on surface."
211109-TR,TR,Tuesday,Tarpon River,2021,21-11,9-Nov,21-11-09,Dry,11/9/2021,1:40 PM,1,3,1,ENE 11,,,,25.53,68.2,5.04,17.93,1.45,0.19,0.76,63,,Very high water level. Brown color. Some bubbles/foam.
211116-ABP,ABP,Tuesday,Annie Beck Park,2021,21-11,16-Nov,21-11-16,Dry,11/16/2021,2:10 PM,1,,3,ENE 12,,,,25.556,83.6,5.98,23.59,2.71,0.28,1.13,20,,Floating vegetation. Lots of green leaves. Some medium-sized fish.
